Rocket launchedPollingTask Timing | elapsed=0 ms dt=0 ms rate=0 Hz

IMU16G(ID=0) Timestamp=8071 Accel=[-11,-24,1025] Gyro=[-62,-26,-28] Temp=24
IMU32G(ID=1) Timestamp=8071 Accel=[56,-41,1015] Gyro=[-10,18,-21] Temp=26
BARO07(ID=0) Timestamp=8071 Pressure=88281 Temp=22.26
BARO11(ID=1) Timestamp=8071 Pressure=88360 Temp=22.86
MAG Timestamp=8071 Mag=[0,0,0]
GPS Timestamp=8072 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8073 Accel=[-10,-22,1026] Gyro=[-53,-34,15] Temp=24
IMU32G(ID=1) Timestamp=8073 Accel=[60,-44,1017] Gyro=[-71,27,-65] Temp=26
BARO07(ID=0) Timestamp=8073 Pressure=88278 Temp=22.29
BARO11(ID=1) Timestamp=8073 Pressure=88361 Temp=22.86
MAG Timestamp=8073 Mag=[0,0,0]
GPS Timestamp=8073 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8090 Accel=[-12,-24,1025] Gyro=[-62,53,7] Temp=24
IMU32G(ID=1) Timestamp=8090 Accel=[61,-41,1014] Gyro=[42,27,22] Temp=26
BARO11(ID=1) Timestamp=8126 Pressure=88348 Temp=22.86
MAG Timestamp=8126 Mag=[0,0,0]
GPS Timestamp=8126 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8127 Accel=[-10,-22,1026] Gyro=[-1,-8,24] Temp=24
IMU32G(ID=1) Timestamp=8127 Accel=[61,-39,1015] Gyro=[445,219,-74] Temp=26
BARO07(ID=0) Timestamp=8127 Pressure=88291 Temp=22.26
BARO11(ID=1) Timestamp=8127 Pressure=88365 Temp=22.87
MAG Timestamp=8127 Mag=[0,0,0]
GPS Timestamp=8127 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8132 Accel=[-11,-24,1022] Gyro=[52,1,7] Temp=24
IMU32G(ID=1) Timestamp=8132 Accel=[60,-41,1015] Gyro=[-45,-43,-30] Temp=26
BARO07(ID=0) Timestamp=8133 Pressure=88312 Temp=22.28
BARO11(ID=1) Timestamp=8133 Pressure=88369 Temp=22.87
MAG Timestamp=8133 Mag=[0,0,0]
GPS Timestamp=8133 Chunks=6 Sentence=$GNGGA,12351,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8168 Accel=[-10,-25,1022] Gyro=[43,36,24] Temp=24
IMU32G(ID=1) Timestamp=8168 Accel=[57,-42,1015] Gyro=[200,123,-74] Temp=26
BARO07(ID=0) Timestamp=8168 Pressure=88327 Temp=22.26
BARO11(ID=1) Timestamp=8168 Pressure=88356 Temp=22.85
MAG Timestamp=8168 Mag=[0,0,0]
GPS Timestamp=8168 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8182 Accel=[-9,-24,1026] Gyro=[34,-8,33] Temp=24
IMU32G(ID=1) Timestamp=8182 Accel=[61,-41,1015] Gyro=[-63,0,-30] Temp=26
BARO07(ID=0) Timestamp=8182 Pressure=88313 Temp=22.26
BARO11(ID=1) Timestamp=8182 Pressure=88363 Temp=22.87
MAG Timestamp=8182 Mag=[0,0,0]
IMU16G(ID=0) Timestamp=8245 Accel=[-10,-28,1025] Gyro=[17,-17,15] Temp=24
IMU32G(ID=1) Timestamp=8245 Accel=[59,-42,1015] Gyro=[-133,-52,-30] Temp=26
BARO07(ID=0) Timestamp=8245 Pressure=88308 Temp=22.26
BARO11(ID=1) Timestamp=8245 Pressure=88357 Temp=22.86
MAG Timestamp=8246 Mag=[0,0,0]
GPS Timestamp=8246 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8246 Accel=[-10,-25,1025] Gyro=[25,44,59] Temp=24
IMU32G(ID=1) Timestamp=8246 Accel=[56,-41,1013] Gyro=[77,9,22] Temp=26
BARO07(ID=0) Timestamp=8246 Pressure=88313 Temp=22.26
BARO11(ID=1) Timestamp=8246 Pressure=88357 Temp=22.86
GPS Timestamp=8246 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8263 Accel=[-11,-23,1027] Gyro=[52,9,68] Temp=24
IMU32G(ID=1) Timestamp=8263 Accel=[58,-41,1017] Gyro=[-71,-43,5] Temp=26
BARO07(ID=0) Timestamp=8263 Pressure=88304 Temp=22.24
BARO11(ID=1) Timestamp=8263 Pressure=88360 Temp=22.83
GPS Timestamp=8299 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8300 Accel=[-9,-21,1024] Gyro=[34,27,24] Temp=24
IMU32G(ID=1) Timestamp=8300 Accel=[57,-43,1018] Gyro=[-378,-227,40] Temp=26
BARO07(ID=0) Timestamp=8300 Pressure=88309 Temp=22.26
BARO11(ID=1) Timestamp=8300 Pressure=88366 Temp=22.86
MAG Timestamp=8300 Mag=[0,0,0]
GPS Timestamp=8300 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8301 Accel=[-11,-22,1026] Gyro=[43,-17,-11] Temp=24
IMU32G(ID=1) Timestamp=8301 Accel=[57,-44,1015] Gyro=[156,114,-39] Temp=26
BARO07(ID=0) Timestamp=8301 Pressure=88308 Temp=22.26
BARO11(ID=1) Timestamp=8301 Pressure=88349 Temp=22.85
MAG Timestamp=8301 Mag=[0,0,0]
GPS Timestamp=8301 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E5.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8339 Accel=[-11,-24,1024] Gyro=[-80,-96,-11] Temp=24
IMU32G(ID=1) Timestamp=8339 Accel=[60,-43,1016] Gyro=[-10,18,-48] Temp=26
BARO07(ID=0) Timestamp=8339 Pressure=88298 Temp=22.25
BARO11(ID=1) Timestamp=8339 Pressure=88366 Temp=22.86
MAG Timestamp=8339 Mag=[0,0,0]
GPS Timestamp=8339 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8339 Accel=[-8,-25,1027] Gyro=[60,97,24] Temp=24
IMU32G(ID=1) Timestamp=8339 Accel=[61,-45,1016] Gyro=[-124,-105,-4] Temp=26
BARO07(ID=0) Timestamp=8339 Pressure=88328 Temp=22.27
BARO11(ID=1) Timestamp=8340 Pressure=88364 Temp=22.86
MAG Timestamp=8340 Mag=[0,0,0]
GPS Timestamp=8340 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8357 Accel=[-9,-25,1024] Gyro=[-10,-17,-28] Temp=24
BARO07(ID=0) Timestamp=8393 Pressure=88298 Temp=22.25
BARO11(ID=1) Timestamp=8393 Pressure=88356 Temp=22.87
MAG Timestamp=8393 Mag=[0,0,0]
GPS Timestamp=8393 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8394 Accel=[-9,-27,1026] Gyro=[-1,18,-2] Temp=24
IMU32G(ID=1) Timestamp=8394 Accel=[62,-41,1015] Gyro=[-308,-114,40] Temp=26
BARO07(ID=0) Timestamp=8394 Pressure=88299 Temp=22.26
BARO11(ID=1) Timestamp=8394 Pressure=88353 Temp=22.85
MAG Timestamp=8394 Mag=[0,0,0]
GPS Timestamp=8395 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8395 Accel=[-11,-26,1024] Gyro=[-53,18,42] Temp=24
IMU32G(ID=1) Timestamp=8395 Accel=[58,-43,1016] Gyro=[165,70,40] Temp=26
BARO07(ID=0) Timestamp=8395 Pressure=88306 Temp=22.25
BARO11(ID=1) Timestamp=8395 Pressure=88378 Temp=22.87
MAG Timestamp=8395 Mag=[0,0,0]
GPS Timestamp=8395 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59
9,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8431 Accel=[-13,-23,1025] Gyro=[-18,44,59] Temp=24
IMU32G(ID=1) Timestamp=8431 Accel=[61,-44,1017] Gyro=[95,97,49] Temp=26
BARO07(ID=0) Timestamp=8431 Pressure=88315 Temp=22.24
BARO11(ID=1) Timestamp=8432 Pressure=88355 Temp=22.82
MAG Timestamp=8432 Mag=[0,0,0]
GPS Timestamp=8432 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8434 Accel=[-10,-21,1025] Gyro=[104,88,85] Temp=24
IMU32G(ID=1) Timestamp=8434 Accel=[56,-43,1015] Gyro=[-220,-105,57] Temp=26
BARO07(ID=0) Timestamp=8434 Pressure=88302 Temp=22.27
BARO11(ID=1) Timestamp=8434 Pressure=88368 Temp=22.86
MAG Timestamp=8434 Mag=[0,0,0]
GPS Timestamp=8434 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,54,,*59

IMU16G(ID=0) Timestamp=8470 Accel=[-11,-22,1026] Gyro=[-18,-26,7] Temp=24
IMU32G(ID=1) Timestamp=8470 Accel=[57,-41,1012] Gyro=[174,79,-4] Temp=26
BARO07(ID=0) Timestamp=8470 Pressure=88304 Temp=22.26
BARO11(ID=1) Timestamp=8470 Pressure=88366 Temp=22.86
MAG Timestamp=8470 Mag=[0,0,0]
GPS Timestamp=8470 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8484 Accel=[-12,-24,1026] Gyro=[8,36,-20] Temp=24
IMU32G(ID=1) Timestamp=8484 Accel=[60,-43,1018] Gyro=[77,79,5] Temp=26
BARO07(ID=0) Timestamp=8484 Pressure=88273 Temp=22.24
BARO11(ID=1) Timestamp=8484 Pressure=88366 Temp=22.86
MAG Timestamp=8484 Mag=[0,0,0]
GPS Timestamp=8485 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8501 Accel=[-9,-23,1023] Gyro=[34,44,103] Temp=24
IMU32G(ID=1) Timestamp=8501 Accel=[56,-39,1016] Gyro=[25,0,-56] Temp=26
BARO11(ID=1) Timestamp=8537 Pressure=88351 Temp=22.86
MAG Timestamp=8537 Mag=[0,0,0]
GPS Timestamp=8537 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8538 Accel=[-7,-25,1026] Gyro=[-106,-26,-90] Temp=24
IMU32G(ID=1) Timestamp=8538 Accel=[55,-41,1016] Gyro=[-36,-70,14] Temp=26
BARO07(ID=0) Timestamp=8538 Pressure=88308 Temp=22.24
BARO11(ID=1) Timestamp=8538 Pressure=88361 Temp=22.85
MAG Timestamp=8538 Mag=[0,0,0]
GPS Timestamp=8538 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8539 Accel=[-7,-25,1024] Gyro=[-141,-34,-46] Temp=24
IMU32G(ID=1) Timestamp=8539 Accel=[63,-39,1016] Gyro=[-36,-61,-65] Temp=26
BARO07(ID=0) Timestamp=8539 Pressure=88295 Temp=22.26
BARO11(ID=1) Timestamp=8539 Pressure=88366 Temp=22.86
MAG Timestamp=8539 Mag=[0,0,0]
GPS Timestamp=8539 Chunks=6 Sentence=$GNGGA,12351,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8575 Accel=[-12,-21,1026] Gyro=[43,-17,68] Temp=24
IMU32G(ID=1) Timestamp=8575 Accel=[60,-42,1015] Gyro=[-10,70,-74] Temp=26
BARO07(ID=0) Timestamp=8575 Pressure=88311 Temp=22.27
BARO11(ID=1) Timestamp=8575 Pressure=88371 Temp=22.86
MAG Timestamp=8576 Mag=[0,0,0]
GPS Timestamp=8576 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8581 Accel=[-10,-23,1023] Gyro=[-132,18,-28] Temp=24
IMU32G(ID=1) Timestamp=8581 Accel=[55,-43,1017] Gyro=[322,123,22] Temp=26
BARO07(ID=0) Timestamp=8581 Pressure=88300 Temp=22.26
BARO11(ID=1) Timestamp=8581 Pressure=88346 Temp=22.86
MAG Timestamp=8581 Mag=[0,0,0]
IMU16G(ID=0) Timestamp=8643 Accel=[-9,-24,1026] Gyro=[-36,36,-11] Temp=24
IMU32G(ID=1) Timestamp=8643 Accel=[62,-42,1018] Gyro=[-89,-26,-83] Temp=26
BARO07(ID=0) Timestamp=8643 Pressure=88300 Temp=22.26
BARO11(ID=1) Timestamp=8643 Pressure=88367 Temp=22.85
MAG Timestamp=8644 Mag=[0,0,0]
GPS Timestamp=8644 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8644 Accel=[-9,-22,1026] Gyro=[60,18,50] Temp=24
IMU32G(ID=1) Timestamp=8644 Accel=[59,-44,1015] Gyro=[60,70,-65] Temp=26
BARO07(ID=0) Timestamp=8644 Pressure=88296 Temp=22.27
BARO11(ID=1) Timestamp=8644 Pressure=88355 Temp=22.86
GPS Timestamp=8644 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8661 Accel=[-10,-25,1027] Gyro=[60,1,42] Temp=24
IMU32G(ID=1) Timestamp=8661 Accel=[62,-42,1016] Gyro=[-19,-26,-21] Temp=26
BARO07(ID=0) Timestamp=8661 Pressure=88318 Temp=22.24
BARO11(ID=1) Timestamp=8661 Pressure=88359 Temp=22.84
GPS Timestamp=8697 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8698 Accel=[-11,-24,1025] Gyro=[-27,27,42] Temp=24
IMU32G(ID=1) Timestamp=8698 Accel=[62,-41,1015] Gyro=[-203,-96,75] Temp=26
BARO07(ID=0) Timestamp=8698 Pressure=88304 Temp=22.26
BARO11(ID=1) Timestamp=8698 Pressure=88355 Temp=22.85
MAG Timestamp=8698 Mag=[0,0,0]
GPS Timestamp=8698 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8699 Accel=[-9,-21,1028] Gyro=[-10,-8,33] Temp=24
IMU32G(ID=1) Timestamp=8699 Accel=[59,-42,1013] Gyro=[-115,27,-56] Temp=26
BARO07(ID=0) Timestamp=8699 Pressure=88283 Temp=22.27
BARO11(ID=1) Timestamp=8699 Pressure=88363 Temp=22.86
MAG Timestamp=8699 Mag=[0,0,0]
GPS Timestamp=8699 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E5.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8737 Accel=[-11,-23,1027] Gyro=[43,-8,33] Temp=24
IMU32G(ID=1) Timestamp=8737 Accel=[58,-40,1016] Gyro=[104,70,-4] Temp=26
BARO07(ID=0) Timestamp=8737 Pressure=88275 Temp=22.25
BARO11(ID=1) Timestamp=8737 Pressure=88354 Temp=22.84
MAG Timestamp=8737 Mag=[0,0,0]
GPS Timestamp=8737 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8737 Accel=[-11,-24,1025] Gyro=[113,79,33] Temp=24
IMU32G(ID=1) Timestamp=8737 Accel=[59,-42,1015] Gyro=[139,105,40] Temp=26
BARO07(ID=0) Timestamp=8737 Pressure=88278 Temp=22.24
BARO11(ID=1) Timestamp=8738 Pressure=88356 Temp=22.82
MAG Timestamp=8738 Mag=[0,0,0]
GPS Timestamp=8738 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8755 Accel=[-9,-24,1021] Gyro=[-88,-34,-98] Temp=24
BARO07(ID=0) Timestamp=8791 Pressure=88304 Temp=22.26
BARO11(ID=1) Timestamp=8791 Pressure=88358 Temp=22.86
MAG Timestamp=8791 Mag=[0,0,0]
GPS Timestamp=8791 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8792 Accel=[-11,-24,1025] Gyro=[60,-8,50] Temp=24
IMU32G(ID=1) Timestamp=8792 Accel=[59,-45,1017] Gyro=[-63,-8,22] Temp=26
BARO07(ID=0) Timestamp=8792 Pressure=88310 Temp=22.27
BARO11(ID=1) Timestamp=8792 Pressure=88365 Temp=22.86
MAG Timestamp=8792 Mag=[0,0,0]
GPS Timestamp=8793 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8793 Accel=[-8,-21,1026] Gyro=[8,27,7] Temp=24
IMU32G(ID=1) Timestamp=8793 Accel=[57,-41,1016] Gyro=[-10,-70,-13] Temp=26
BARO07(ID=0) Timestamp=8793 Pressure=88293 Temp=22.25
BARO11(ID=1) Timestamp=8793 Pressure=88371 Temp=22.87
MAG Timestamp=8793 Mag=[0,0,0]
GPS Timestamp=8793 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59
9,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8828 Accel=[-8,-26,1023] Gyro=[-18,-78,24] Temp=24
IMU32G(ID=1) Timestamp=8828 Accel=[62,-43,1015] Gyro=[-281,-157,40] Temp=26
BARO07(ID=0) Timestamp=8829 Pressure=88308 Temp=22.28
BARO11(ID=1) Timestamp=8829 Pressure=88352 Temp=22.85
MAG Timestamp=8829 Mag=[0,0,0]
GPS Timestamp=8830 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8842 Accel=[-8,-24,1025] Gyro=[95,9,120] Temp=24
IMU32G(ID=1) Timestamp=8842 Accel=[62,-43,1016] Gyro=[130,44,31] Temp=26
BARO07(ID=0) Timestamp=8842 Pressure=88295 Temp=22.26
BARO11(ID=1) Timestamp=8842 Pressure=88359 Temp=22.84
MAG Timestamp=8842 Mag=[0,0,0]
GPS Timestamp=8843 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,54,,*59

IMU16G(ID=0) Timestamp=8878 Accel=[-11,-26,1026] Gyro=[-27,62,42] Temp=24
IMU32G(ID=1) Timestamp=8878 Accel=[60,-38,1014] Gyro=[-63,-26,57] Temp=26
BARO07(ID=0) Timestamp=8878 Pressure=88306 Temp=22.24
BARO11(ID=1) Timestamp=8878 Pressure=88357 Temp=22.84
MAG Timestamp=8878 Mag=[0,0,0]
GPS Timestamp=8878 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8886 Accel=[-8,-24,1027] Gyro=[69,62,155] Temp=24
IMU32G(ID=1) Timestamp=8886 Accel=[61,-41,1013] Gyro=[-28,53,22] Temp=26
BARO07(ID=0) Timestamp=8886 Pressure=88299 Temp=22.26
BARO11(ID=1) Timestamp=8886 Pressure=88361 Temp=22.86
MAG Timestamp=8886 Mag=[0,0,0]
GPS Timestamp=8886 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8903 Accel=[-10,-24,1024] Gyro=[60,-26,50] Temp=24
IMU32G(ID=1) Timestamp=8903 Accel=[64,-39,1016] Gyro=[60,88,22] Temp=26
BARO11(ID=1) Timestamp=8939 Pressure=88356 Temp=22.87
MAG Timestamp=8939 Mag=[0,0,0]
GPS Timestamp=8939 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8940 Accel=[-9,-26,1026] Gyro=[157,114,138] Temp=24
IMU32G(ID=1) Timestamp=8940 Accel=[62,-40,1017] Gyro=[-1,88,84] Temp=26
BARO07(ID=0) Timestamp=8940 Pressure=88307 Temp=22.25
BARO11(ID=1) Timestamp=8940 Pressure=88369 Temp=22.84
MAG Timestamp=8940 Mag=[0,0,0]
GPS Timestamp=8940 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8941 Accel=[-13,-23,1025] Gyro=[69,79,129] Temp=24
IMU32G(ID=1) Timestamp=8941 Accel=[58,-42,1015] Gyro=[51,132,84] Temp=26
BARO07(ID=0) Timestamp=8941 Pressure=88315 Temp=22.27
BARO11(ID=1) Timestamp=8941 Pressure=88350 Temp=22.85
MAG Timestamp=8942 Mag=[0,0,0]
GPS Timestamp=8942 Chunks=6 Sentence=$GNGGA,12351,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8977 Accel=[-16,-14,1027] Gyro=[113,88,112] Temp=24
IMU32G(ID=1) Timestamp=8977 Accel=[51,-46,1015] Gyro=[-54,62,22] Temp=26
BARO07(ID=0) Timestamp=8977 Pressure=88321 Temp=22.25
BARO11(ID=1) Timestamp=8977 Pressure=88365 Temp=22.87
MAG Timestamp=8977 Mag=[0,0,0]
GPS Timestamp=8977 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=8991 Accel=[-8,-22,1025] Gyro=[78,44,7] Temp=24
IMU32G(ID=1) Timestamp=8991 Accel=[56,-41,1016] Gyro=[-124,-79,-48] Temp=26
BARO07(ID=0) Timestamp=8991 Pressure=88294 Temp=22.27
BARO11(ID=1) Timestamp=8991 Pressure=88363 Temp=22.84
MAG Timestamp=8991 Mag=[0,0,0]
IMU16G(ID=0) Timestamp=9053 Accel=[-12,-23,1027] Gyro=[-62,-26,-55] Temp=24
IMU32G(ID=1) Timestamp=9053 Accel=[58,-40,1016] Gyro=[-45,-43,-48] Temp=26
BARO07(ID=0) Timestamp=9053 Pressure=88312 Temp=22.25
BARO11(ID=1) Timestamp=9053 Pressure=88363 Temp=22.84
MAG Timestamp=9054 Mag=[0,0,0]
GPS Timestamp=9054 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=9054 Accel=[-10,-22,1026] Gyro=[17,-17,-107] Temp=24
IMU32G(ID=1) Timestamp=9054 Accel=[57,-41,1014] Gyro=[-168,-96,-74] Temp=26
BARO07(ID=0) Timestamp=9054 Pressure=88309 Temp=22.24
BARO11(ID=1) Timestamp=9054 Pressure=88350 Temp=22.85
GPS Timestamp=9054 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=9071 Accel=[-7,-26,1026] Gyro=[8,1,103] Temp=25
IMU32G(ID=1) Timestamp=9071 Accel=[60,-39,1016] Gyro=[314,237,66] Temp=26
BARO07(ID=0) Timestamp=9071 Pressure=88293 Temp=22.25
BARO11(ID=1) Timestamp=9071 Pressure=88356 Temp=22.85
GPS Timestamp=9107 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=9108 Accel=[-9,-23,1026] Gyro=[34,9,112] Temp=25
IMU32G(ID=1) Timestamp=9108 Accel=[61,-40,1013] Gyro=[209,167,57] Temp=26
BARO07(ID=0) Timestamp=9108 Pressure=88283 Temp=22.24
BARO11(ID=1) Timestamp=9108 Pressure=88346 Temp=22.86
MAG Timestamp=9108 Mag=[0,0,0]
GPS Timestamp=9108 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=9109 Accel=[-11,-23,1026] Gyro=[78,18,85] Temp=24
IMU32G(ID=1) Timestamp=9109 Accel=[59,-42,1017] Gyro=[130,149,75] Temp=26
BARO07(ID=0) Timestamp=9109 Pressure=88299 Temp=22.26
BARO11(ID=1) Timestamp=9109 Pressure=88362 Temp=22.85
MAG Timestamp=9109 Mag=[0,0,0]
GPS Timestamp=9109 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E5.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=9147 Accel=[-10,-24,1025] Gyro=[34,9,85] Temp=24
IMU32G(ID=1) Timestamp=9147 Accel=[61,-44,1017] Gyro=[7,62,145] Temp=26
BARO07(ID=0) Timestamp=9147 Pressure=88302 Temp=22.25
BARO11(ID=1) Timestamp=9147 Pressure=88356 Temp=22.87
MAG Timestamp=9147 Mag=[0,0,0]
GPS Timestamp=9147 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=9147 Accel=[-9,-22,1025] Gyro=[52,-43,33] Temp=24
IMU32G(ID=1) Timestamp=9147 Accel=[54,-43,1017] Gyro=[-63,0,49] Temp=26
BARO07(ID=0) Timestamp=9148 Pressure=88285 Temp=22.25
BARO11(ID=1) Timestamp=9148 Pressure=88355 Temp=22.86
MAG Timestamp=9148 Mag=[0,0,0]
GPS Timestamp=9148 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=9165 Accel=[-10,-19,1025] Gyro=[52,18,50] Temp=24
BARO07(ID=0) Timestamp=9201 Pressure=88307 Temp=22.25
BARO11(ID=1) Timestamp=9201 Pressure=88361 Temp=22.85
MAG Timestamp=9201 Mag=[0,0,0]
GPS Timestamp=9201 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=9202 Accel=[-12,-20,1026] Gyro=[87,62,42] Temp=24
IMU32G(ID=1) Timestamp=9202 Accel=[55,-41,1017] Gyro=[-98,-61,-4] Temp=26
